Jour,Phrase,Position,Score
18,"Il m'en vient, mais rien qui se dit au micro.",NEGATIVE,0.9617419838905334
18,"Hein, la CAI va laisser le renard dans le poulailler?",NEGATIVE,0.9351931810379028
18,Non… Non?,NEGATIVE,0.9814035892486572
18,"Une entreprise qui aurait été… ...l'AMP aussi, mais là on est plus dans l'octroi des contrats publics, là.",NEGATIVE,0.9512033462524414
18,"Donc, son carré de sable, il se limite à ça.",NEGATIVE,0.982909083366394
18,"Mais elle ne pourrait pas rien faire, par contre, ceci dit.",NEGATIVE,0.9327121376991272
18,"Mais elle se limite à l'application de la loi, effectivement.",NEGATIVE,0.9260846376419067
18,"Donc, le délai de sept ans devenait une hypothèque pour les enquêteurs.",NEGATIVE,0.951407790184021
18,"Oin a peut-être des exemples en tête, mais...",NEGATIVE,0.9970217347145081
18,"En fait, je me demande si un dossier de fraude réglé en six mois, ça existe.",NEGATIVE,0.970598042011261
18,Fausse alerte.,NEGATIVE,0.9937571287155151
18,Je vais arrêter.,NEGATIVE,0.996882438659668
18,"À 78, «Un agent de renseignements personnels doit établir et appliquer au sein de son entreprise des règles de conduite ayant pour objet de permettre à toute personne concernée par un renseignement personnel qu'il détient d'y avoir accès selon des modalités propres à assurer la protection d'un tel renseignement et de le faire rectifier.» Et de la faire selon des modalités permettant de le faire rectifier, la dernière partie, je n'ai pas de problème, mais «selon des modalités propres à assurer la protection d'un tel renseignement», on vise quoi ici?",NEGATIVE,0.9190352559089661
18,"La dernière partie, je n'ai pas de problème.",NEGATIVE,0.9499075412750244
18,"Mais «selon des modalités propres à assurer la protection d'un tel renseignement», on vise quoi ici?",NEGATIVE,0.9560667276382446
18,"C'est important, ce qu'on dit là, parce que c'est... il faut que l'entreprise qui détient l'information, justement, s'assure qu'elle peut donner tout ce qu'elle donne à cette personne-là, qu'elle a les autorisations, qu'il s'agit de la bonne personne, parce qu'il peut y avoir des fraudes en la matière.",POSITIVE,0.939608633518219
18,"On dit... 79, l'objectif, c'est quoi?",NEGATIVE,0.9360660314559937
18,C'est bête de même.,NEGATIVE,0.929033637046814
18,"Non, sérieusement, c'est... Bien, je pensais que c'était correct à cinq ans.",NEGATIVE,0.9301307201385498
18,Mais il y a-tu d'autres sept ans qui tournent autour de cette... Non.,NEGATIVE,0.9281758069992065
18,"Bien, pas à ma connaissance.",NEGATIVE,0.9940149188041687
18,"Non, non, non.",NEGATIVE,0.9973886609077454
18,"Bon, là, sur la formulation... sur la finalité, ça revient au même.",NEGATIVE,0.9905608296394348
18,"C'est ça, mais on ne parle jamais pour ne rien dire, puis une réalité différente va s'exprimer nécessairement par des mots différents, mais là ça ne semble pas être une réalité différente, parce que, dans le cycle de la vie, vous vous rappelez l'arbre, là, le cercle de la vie, tout ça, j'ai la chanson en tête...",POSITIVE,0.9483262896537781
18,"Non, j'ai passé proche, mais non.",NEGATIVE,0.9126001596450806
18,Ça ne vous tente pas?,NEGATIVE,0.9830958843231201
18,"«Ne plus conserver», ça ne veut juste dire mettre ça sur une clé USB puis mettre ça à côté, ne plus... Non, non, non.",NEGATIVE,0.9701085090637207
18,"En fait, ça, c'est double non parce que, d'une part, ça serait une façon détournée de les conserver, d'une part.",NEGATIVE,0.9381607174873352
18,"Je ne le conserve plus, je donne ça à un tiers.",NEGATIVE,0.9040493369102478
18,"Une compagnie spécialisée en… En fait, ça, c'est double non, parce que, d'une part, il y aurait… ça serait une façon détournée de les conserver, d'une part.",NEGATIVE,0.9559469223022461
18,"Donc, vous les avez indirectement conservées, à la limite on pourrait plaider ça… Non.",NEGATIVE,0.9881460666656494
18,"Bien, non.",NEGATIVE,0.9864458441734314
18,"… On utilise «détruire», là?",NEGATIVE,0.9448887705802917
18,Mais c'est correct.,NEGATIVE,0.9579201340675354
18,"Moi, je ne suis pas… «Format Drive C», là.",NEGATIVE,0.9259644150733948
18,Ce qui est une forme de destruction.,NEGATIVE,0.9008959531784058
18,"Ou bien quelqu'un aura fait : «Format Drive C», puis ça détruit tout, là.",NEGATIVE,0.9922864437103271
18,"Oui, ça fait du bien.",POSITIVE,0.9757882952690125
18,Je ne peux pas dire que ça brille par...,NEGATIVE,0.9710168838500977
18,"Adopté, merci.",POSITIVE,0.9803613424301147
18,"Adopté, merci.",POSITIVE,0.9803613424301147
18,"Adopté, merci.",POSITIVE,0.9803613424301147
18,Je n'ai pas entendu.,NEGATIVE,0.9620731472969055
18,"Oui, c'est ça, parce que le questionnement...",POSITIVE,0.911855161190033
18,"Puis il aurait peut-être été mieux que je le fasse anonymement, mais je ne l'ai pas fait anonymement.",NEGATIVE,0.9817283749580383
18,"Bien, ton contrat de location, là, j'y mets fin de façon... de mauvaise foi.",NEGATIVE,0.9133831858634949
18,"Mais à partir de là, ça devient compliqué en petit péché.",NEGATIVE,0.9852338433265686
18,"Sur un fallacieux prétexte… Mais… oui, oui, mais sauf que là, dans le contrat de service, ça veut dire qu'il faut que je mette fin à mon contrat.",NEGATIVE,0.9447821378707886
18,"Ça devient, je pense, plus hasardeux comme... puis à la limite, on pourrait dire : Bon, bien, O.K., mais à la fin du contrat, je ne le renouvellerai pas, là.",NEGATIVE,0.9082756638526917
18,"Ça devient, je pense, plus hasardeux comme… tu sais, à la limite, on pourrait dire : Bon, bien, O.K., mais à la fin du contrat je ne le renouvellerai pas, là.",NEGATIVE,0.9199990034103394
18,"Bon… mais… Un peu dans le même ordre d'idée, là, je n'ai, moi non plus, aucune réponse à offrir, mais je veux juste voir s'il y a une jurisprudence.",NEGATIVE,0.9007952213287354
18,"C'est quoi, le délai?",NEGATIVE,0.988654375076294
18,"Elle a utilisé les recours… ...lieu de mettre dans un texte... c'est quoi, les recours, là?",NEGATIVE,0.9727646708488464
18,"C'était une sonneuse d'alerte en bonne et due forme, puis elle a fini à la porte, là.",NEGATIVE,0.9636198878288269
18,"Elle a utilisé le recours, ça n'a pas marché.",NEGATIVE,0.9947981834411621
18,"Oui, bien, c'est sûr qu'il y a un fardeau de la preuve, c'est sûr qu'il faut démontrer qu'il y a eu représailles... ... Bien, en fait... bien, là-dessus je ne serais pas d'accord parce que, justement, s'il y a un lien temporel, on dit... mettons, on donne une prescription après un an, ça, ça veut dire : C'est correct, pendant un an, je vais me tenir tranquille, mais après ça...",NEGATIVE,0.9035691022872925
18,"Oui, tout à fait.",POSITIVE,0.9223586916923523
18,"La réponse, c'est non.",NEGATIVE,0.9265337586402893
18,"La réponse, c'est non.",NEGATIVE,0.9265337586402893
18,"Mais aujourd'hui, c'est un bon principe, mais on n'a pas de grille.",NEGATIVE,0.9619518518447876
18,"Bien oui, mais ça ne changera rien.",NEGATIVE,0.991351842880249
18,"Mais ça, ce sont des… si c'est noyé dans une restructuration, là, ça va passer, puis la personne… Pas...",NEGATIVE,0.9784222841262817
18,"À moins que la personne puisse démontrer qu'il s'est dit 94 fois, devant l'imprimante et à la salle à café, que : Aïe!",NEGATIVE,0.9238280653953552
18,"Bizarrement, on abolit ton poste dans une restructuration un mois après que tu aies une plainte.",NEGATIVE,0.9012576341629028
18,"Donc, moi, je... puis c'est parce que je ne pense pas qu'on puisse être plus précis ou plus détaillé.",NEGATIVE,0.9052066802978516
18,"Puis ça, c'est contestable en appel, puis tout, là, puis on est partis.",NEGATIVE,0.9053777456283569
18,Ce n'est pas comme ça que ça marche.,NEGATIVE,0.9678887128829956
18,"Il dit : Oui, oui, mais je l'ai mis à la porte pareil… O.K.",NEGATIVE,0.9521247148513794
18,Tu vas y penser à deux fois la prochaine fois.,NEGATIVE,0.9168276190757751
18,…puis dire : Congédiement injustifié.,NEGATIVE,0.9504224061965942
18,"Puis sans compter qu'il y a une décision favorable de la CAI, là, c'est...",NEGATIVE,0.9860679507255554
18,Le temps file.,NEGATIVE,0.962417721748352
18,Le temps file.,NEGATIVE,0.962417721748352
18,Mais pour se rendre là… Ah!,NEGATIVE,0.9429939389228821
18,"c'est une représaille, ça ne tient pas la route.",NEGATIVE,0.9991886019706726
18,Mais pour se rendre là : Ah!,NEGATIVE,0.9157674908638
18,"Alors, mon point, c'est que la non-représaille, y aurait-il lieu de ne pas uniquement le faire dans un contexte d'emploi, mais le faire ici, dans le contexte, on va même dans les services de garde, ici, dans la responsabilité civile.",POSITIVE,0.9033491015434265
18,"Déjà là, on a deux exemples.",NEGATIVE,0.9453722834587097
18,Ça aurait pu être une place en CHSLD.,NEGATIVE,0.9671592116355896
18,Je vous avoue que je n'ai pas de solution à proposer.,NEGATIVE,0.9936673045158386
18,...suspendre deux minutes?,NEGATIVE,0.9789555072784424
18,Ça fait qu'on va suspendre quelques instants.,NEGATIVE,0.9498932361602783
18,"Là, j'ai un petit décalage.",NEGATIVE,0.9231325387954712
18,"Je vous le dis, là, il y a un petit décalage.",NEGATIVE,0.9354696273803711
18,Il manquait un 1.,NEGATIVE,0.9316116571426392
18,On ne va pas s'ostiner pour un 1.,NEGATIVE,0.931486189365387
18,"Moi, je l'ai répété, M. le député, vous l'avez fait aussi, les collègues l'ont fait, on souhaite une CAI qui n'est pas dans la répression mais qui est dans l'accompagnement, et donc qui va guider les entreprises plutôt que de les punir.",POSITIVE,0.9674168825149536
18,"Donc, on punira les récalcitrants, oui, évidemment, mais je pense que la première volonté du législateur, c'est de s'assurer d'avoir une Commission d'accès à l'information qui est dans l'accompagnement, qui est dans l'explication, qui est dans la prévention, qui est dans l'interaction avec les entreprises, à tous les niveaux, hein.",POSITIVE,0.9398573040962219
18,"L'article 144 amène de nouvelles dispositions qui font partie de ce nouveau contexte-là, puis je pense que la CAI, dans ce domaine-là comme dans les autres, devra faire preuve d'un certain leadership pour aider nos entreprises à s'adapter.",POSITIVE,0.9271883964538574
18,"Oui, merci.",POSITIVE,0.9251750111579895
18,"Donc, sur l'amendement, on voit qu'avant l'amendement l'article prévoyait déjà le point 1°, autrement dit, qu'on rajoutait : «Les enquêtes de la commission sont faites selon un mode non contradictoire», là, ça, il n'y a pas de nouveau sous le soleil.",NEGATIVE,0.9084655046463013
18,"Dans le fond, l'amendement, c'est le 2° et la suppression du deuxième alinéa, là.",NEGATIVE,0.9071252346038818
18,"Le délai, c'est bon, on… je comprends.",NEGATIVE,0.9337182641029358
18,C'est beau.,POSITIVE,0.9617891907691956
18,"Là, puis pourquoi on fait ça?",NEGATIVE,0.9847127199172974
18,"Corrigez-moi, j'essaie une explication, mais je ne prétends pas que c'est la bonne, puis j'aimerais ça être corrigé si ce n'est pas le cas, là.",NEGATIVE,0.930439829826355
18,"Là, on parle des enquêtes, on ne parle pas de l'audition.",NEGATIVE,0.9208613038063049
18,"Corrigez-moi, j'essaie une explication, mais je ne prétends pas que c'est la bonne puis j'aimerais ça être corrigé si ce n'est pas le cas, là.",NEGATIVE,0.9345611929893494
18,"Mais ce n'est rien de nouveau sous le soleil, c'était... Non, non, non.",NEGATIVE,0.9969214200973511
18,"Là, c'est juste parce que c'est comme trop évident, trop facile, là, à neuf...",NEGATIVE,0.9294124245643616
18,"Je ne veux pas être «picky», mais c'est juste que «sur l'application», là, ce serait «pour l'application».",NEGATIVE,0.923197865486145
18,"Là, ce serait «pour l'application».",NEGATIVE,0.9622766375541687
18,"Par logique interne, je changerais le «sur» pour «pour», mais...",NEGATIVE,0.934689462184906
18,"On va suspendre... Non, mais je peux le faire, mais on va suspendre pareil... Ou on va...",NEGATIVE,0.9498715400695801
18,"Dans tous les cas de figure, on va suspendre.",NEGATIVE,0.9613086581230164
18,"Non, non, mais on va l'écrire.",NEGATIVE,0.9233303070068359
18,"Donc, il n'y a pas d'intervention.",NEGATIVE,0.9654072523117065
18,"Ce qui veut dire que le cinq ans va être un cinq mois et deux, trois.",NEGATIVE,0.9013890027999878
18,Je ne me souviens pas.,NEGATIVE,0.9190018177032471
18,"Là, on vient dire que le gouvernement, dans le fond, va préciser… «le gouvernement, après avoir pris avis de la commission, peut, par règlement».",NEGATIVE,0.9283772706985474
18,"Parce que dans la première mouture, il n'était pas question de ça.",NEGATIVE,0.9055079221725464
18,"Donc, il y a une sanction puis les frais de...",NEGATIVE,0.9195933938026428
18,"Bien, c'est les frais qui sont nécessaires pour recouvrer le montant, là… ...frais de recouvrement.",NEGATIVE,0.913730800151825
18,"Donc, il y a une sanction puis les frais de...",NEGATIVE,0.9195933938026428
18,"Je me suis fait taper sur les doigts puis, en plus, il va falloir que je paie les frais de l'enquête?",NEGATIVE,0.9816694855690002
18,"Non, non, non.",NEGATIVE,0.9973886609077454
18,"Donc, c'est des frais...",NEGATIVE,0.9011082053184509
18,C'est beau.,POSITIVE,0.9617891907691956
18,"Sur dépôt du certificat de recouvrement au greffe du tribunal compétent, accompagné d'une copie de la décision définitive qui établit la dette, la décision devient exécutoire comme s'il s'agissait d'un jugement définitif et sans appel de ce tribunal et en a tous les effets.",POSITIVE,0.9153519868850708
18,"Parce que si vous voulez en faire les lectures, ça ne me dérange pas, mais... O.K.",NEGATIVE,0.9949475526809692
18,"Versus, avant : il a réellement fraudé, il y a réellement quelque chose de pas correct, là, j'ai pénalité.",NEGATIVE,0.9778459668159485
18,C'était juste un oubli?,NEGATIVE,0.9914265871047974
18,"Oui, oui, oui.",POSITIVE,0.9149108529090881
18,"Sinon, ce que l'on souhaite, c'est que la commission offre cette possibilité-là en priorité, parce que, comme j'ai dit, l'idée de la commission, c'est oui, je pense qu'il faut sanctionner les entrepreneurs qui sont délinquants, mais il faut aussi qu'on prenne conscience que c'est plusieurs marches qu'on monte à la fois avec l'adoption, si l'Assemblée décide d'adopter la loi, on fait quand même un bond en avant qui est important.",POSITIVE,0.9257970452308655
18,"L'entreprise qui serait sanctionnée, vous me dites?",NEGATIVE,0.9167991876602173
18,... ...mais pas de registre.,NEGATIVE,0.9248350262641907
18,"Parce que... et ça, ça participe de la définition d'une décision.",POSITIVE,0.9139172434806824
18,"Bien, c'est… vous avez raison, dans le sens où, effectivement, au fil des décisions et des contestations, tout ça va s'affiner, là.",POSITIVE,0.9422607421875
18,"Là, ça va être justifié pourquoi, là?",NEGATIVE,0.9380514621734619
18,"Non, non, non.",NEGATIVE,0.9973886609077454
18,"Je suis la compagnie, la CAI me dit : Tu as mal fait pour un, deux, trois.",NEGATIVE,0.9170506596565247
18,"Je suis la compagnie, la CAI me dit : Tu as mal fait pour un, deux, trois.",NEGATIVE,0.9170506596565247
18,"Puis finalement, pour x raisons, bonnes ou pas bonnes, je suis capable d'en remplir deux.",NEGATIVE,0.9799531698226929
18,"L'autre, je ne suis pas capable.",NEGATIVE,0.9910953044891357
18,"Tel que rédigé, c'est comme si la CAI pourrait me revenir en arrière puis dire : Bien, je te charge quand même une amende pour un, deux, trois parce que tu n'as pas fait l'entièreté.",NEGATIVE,0.9105125069618225
18,"Il y a trois choses que je vais corriger, parce que je me suis fait prendre sur trois choses.",NEGATIVE,0.9419272541999817
18,"La troisième, je ne la corrige pas.",NEGATIVE,0.9749070405960083
18,"…alors, si j'ai corrigé 1, 2, puis le 3, ça ne m'intéresse pas, à la limite, je suis quasiment de mauvaise foi, le 3, ça ne m'intéresse pas, je ne le fais pas, mais je fais 1, 2.",NEGATIVE,0.965043306350708
18,"Donc, l'idée de ça...",NEGATIVE,0.9066153168678284
18,"Puis honnêtement je pense que, de la façon dont c'est rédigé, ça s'entend bien... ...on dit la même chose, là...",NEGATIVE,0.9177566766738892
18,"Ça fait que cet alinéa-là, dans le fond, ne te dit pas... ne dit pas à la pièce ce que tu dois faire.",NEGATIVE,0.9107199907302856
18,"Tu ne respectes pas l'entente, là, je vais te taper sur les doigts.",NEGATIVE,0.9256678819656372
18,"Non, non.",NEGATIVE,0.9974422454833984
18,"on fait une entente pour 15 points, puis si tu fais une seule coche mal taillée, tout tombe pour les 15 points.",NEGATIVE,0.9740589261054993
18,"Non, non, non, c'est non.",NEGATIVE,0.9952006340026855
18,Mais ce n'est pas la situation.,NEGATIVE,0.9274965524673462
18,"Non, non.",NEGATIVE,0.9974422454833984
18,Puis ils peuvent-u faire ça?,NEGATIVE,0.9124100804328918
18,C'est juste que je ne vois pas pourquoi préciser.,NEGATIVE,0.9628200531005859
18,"Non, ce n'est pas eux qui prennent le dossier.",NEGATIVE,0.9273711442947388
18,Ce que je n'ai pas fait.,NEGATIVE,0.9946028590202332
18,"Et, M. le Président, j'ai effectivement un amendement… …90.2, ce que je n'ai pas fait.",NEGATIVE,0.9219629168510437
18,"Bien, on en avait, mais on ne sait plus où on les a mis.",NEGATIVE,0.944976270198822
18,"Maintenant, il faut décider ça vaut combien, ce manquement-là.",NEGATIVE,0.9415459036827087
18,"Autrement dit je passe les amendements, puis on jase, là, je pense que c'était plus clair sans l'amendement parce que, dans l'amendement, mettons, moi, je vais rajouter à la main, là, choquez-vous pas, je vais rajouter ma virgule, là.",NEGATIVE,0.9079854488372803
18,"Là, avec l'amendement, c'est comme si les critères a, b, c, d et etc., étaient pertinents et utilisables, de un, pour déterminer... ...personne désignée, dans la décision d'imposer une sanction lorsqu'un manquement est constaté, notamment... puis là...",NEGATIVE,0.9669607877731323
18,"Là, avec l'amendement, c'est comme si les critères a, b, c, d, et, etc. étaient pertinents et utilisables de, un, pour déterminer le montant, mais, de deux, pour déterminer s'il y a un manquement.",NEGATIVE,0.9843629002571106
18,"On vient de créer deux choses, alors qu'on...",NEGATIVE,0.9301894903182983
18,"Autrement dit, les critères ne sont pas là pour me dire s'il y a un manquement.",NEGATIVE,0.9076600670814514
18,Les critères sont là pour me dire combien je vais charger.,NEGATIVE,0.9154243469238281
18,"On dit la même affaire, là.",NEGATIVE,0.9885770082473755
18,"Donc, la commission pourrait très bien dire : Il y a manquement, le, la personne désignée, mais il n'y aura pas de...",NEGATIVE,0.9088090062141418
18,"O.K., parfait.",POSITIVE,0.9079214930534363
18,"Donc, en ayant ce cadre-là, ça atténue de beaucoup la possibilité.",NEGATIVE,0.9901946187019348
18,"Mais si j'ai manqué mon délai, je ne pourrai pas rectifier le tir.",NEGATIVE,0.973893940448761
18,"Non, non, non.",NEGATIVE,0.9973886609077454
18,"Et, je vous l'ai déjà dit, dans un autre contexte, dans la vie, il faut des… souvent, là, je pense qu'il faut… on fait bien de renoncer à changer le passé.",POSITIVE,0.9234352707862854
18,Tu as mal fait telle affaire.,NEGATIVE,0.9723801612854004
18,"Elle va dire : Non, non, non, je t'ai mis un avis de défaut.",NEGATIVE,0.9339617490768433
18,"Non, non, vous n'êtes pas conforme parce que vous ne protégez pas suffisamment les données de vos clients, point.",NEGATIVE,0.9185129404067993
18,mais on n'est même pas là.,NEGATIVE,0.9978625178337097
18,Mais on n'est même pas à l'étape de la sanction administrative pécuniaire.,NEGATIVE,0.9871261715888977
18,"Elle ne fera pas de partie de pêche, là.",NEGATIVE,0.9736778736114502
18,Ah non!,NEGATIVE,0.9661368727684021
18,"mais ça, elle ne peut pas.",NEGATIVE,0.9765550494194031
18,"Effectivement, elle ne peut pas.",NEGATIVE,0.9160845279693604
18,"Elle ne fera pas ça, il ne faut pas qu'elle fasse ça, là.",NEGATIVE,0.9294141530990601
18,"Donc, «si la décision en réexamen n'est pas rendue dans les 30 jours de la réception de la demande ou, le cas», ça veut dire que rendu dans les 30 jours de la réception de la demande, ça veut dire que ça va se faire en vite, vite, vite, là.",NEGATIVE,0.9139580726623535
18,Tu ne peux plus charger d'intérêt.,NEGATIVE,0.9966287016868591
18,Parce qu'elle pourrait s'asseoir là- dessus pendant un an techniquement.,NEGATIVE,0.9419488310813904
18,"Mais, en même temps, pendant ce temps-là, le… ...plus charger de l'intérêt.",NEGATIVE,0.9727417826652527
18,Parce qu'elle pourrait s'asseoir là- dessus pendant un an techniquement.,NEGATIVE,0.9419488310813904
18,"Non, non.",NEGATIVE,0.9974422454833984
18,"Ça fait qu'elle n'est pas exigible, puis il n'y a pas d'intérêt.",NEGATIVE,0.9988346695899963
18,"Ça, ça n'arrivera pas.",NEGATIVE,0.9126636981964111
18,Je regarde pour le faire à la fin.,NEGATIVE,0.9515812993049622
18,"C'était dans quoi, déjà?",NEGATIVE,0.9094844460487366
18,Ce n'est pas tellement sur le délai de deux ans.,NEGATIVE,0.9256033301353455
18,Je ne peux rien faire.,NEGATIVE,0.9956315755844116
18,C'est ça qui est important.,POSITIVE,0.9538150429725647
18,"Parce que sinon, vous passez dans le beurre.",NEGATIVE,0.9693707823753357
18,"Mon point, ce n'est pas...",NEGATIVE,0.934144139289856
