Jour,Phrase,Position,Score
11,puis ça fait du bien d'en parler.,POSITIVE,0.9639373421669006
11,"Oui, ça nous remet dedans.",POSITIVE,0.962125837802887
11,Je pense que c'est encore...,NEGATIVE,0.9055441617965698
11,"Ça veut dire qu'on pourrait faire quelque chose, ce   qui   ne   veut   pas   dire   que   la   chose   en   question   va   être   faite.",NEGATIVE,0.9825243353843689
11,"Alors,   moi,   mon argumentaire,   il   est   basé   exclusivement   sur   ce   qui   est...   ce   qui   va   arriver potentiellement.",NEGATIVE,0.9394075870513916
11,"Il n'y a personne qui dit ça, là.",NEGATIVE,0.9068582057952881
11,C'est tout ce que ça fait.,POSITIVE,0.9488541483879089
11,"Je   continue   à   penser   que   le   pouvoir   réglementaire permet d'avoir une adaptation et une souplesse que la loi ne permettra pas d'avoir et va   nous   permettre   d'ancrer   ce   qu'on   va   faire   dans   la   réalité,   dans   la   pratique   de l'application de la loi.",POSITIVE,0.9654892683029175
11,"Parce qu'en fait, là...",NEGATIVE,0.9064621329307556
11,"Alors, ce pouvoir réglementaire là, pour moi, il assure d'avoir une souplesse et une capacité d'adaptation que la loi ne permettra pas.",POSITIVE,0.9445762634277344
11,"On s'entend sur le fond, mais on ne s'entend pas sur la finalité.",NEGATIVE,0.9860986471176147
11,Je n'ai pas d'argument là-dessus.,NEGATIVE,0.964962363243103
11,"Là où j'en suis, moi, c'est le résultat final.",NEGATIVE,0.9912130236625671
11,"Il faudrait, au moins, là, avoir soit une provision qui dit c'est quoi les critères.",NEGATIVE,0.9097610116004944
11,Le ministre ne veut pas.,NEGATIVE,0.9594140648841858
11,Il ne faut pas que ce soit la règle.,NEGATIVE,0.9317165017127991
11,"Oui, je comprends, mais, encore là...",NEGATIVE,0.9911608099937439
11,"Ça nous prend cette souplesse-là, d'où l'idée des règlements et des règlements   d'application   qui   nous   permettent   d'avoir   cette   espèce   de   souplesse   là dans l'application des lois dont on est responsable.",POSITIVE,0.913063645362854
11,"Bien, le parallèle, il est 100 % là.",POSITIVE,0.944054126739502
11,"Oui, ils peuvent servir à dire oui, là, mais en général on s'en sert pour dire non.",NEGATIVE,0.9838106632232666
11,"Non, premier mot, trois phalanges, quatre...",NEGATIVE,0.9421428442001343
11,"O.K., petite blague.",NEGATIVE,0.9173846244812012
11,"Là, dans les explications, là, le ministre nous a dit que les huit premiers étaient des facteurs aggravants mais pas les deux derniers, j'ai peut-être mal compris, mais parce que ça coûterait trop cher?",NEGATIVE,0.9184858798980713
11,Je ne comprends pas le sens de l'intervention.,NEGATIVE,0.9946292042732239
11,"Non, non, non, c'est des guides qu'on met au juge parce que les montants sont extrêmement...",NEGATIVE,0.9356741905212402
11,Est-ce que je vais à la peine minimum?,NEGATIVE,0.9551332592964172
11,Il se base sur quoi?,NEGATIVE,0.9486055374145508
11,"Je ne veux pas refaire le débat, quoique c'est toujours bien plaisant, là, mais je ne le referai pas.",NEGATIVE,0.9901233315467834
11,Puis qu'est-ce qui a...,NEGATIVE,0.9245118498802185
11,Je vous ai dit qu'il n'en était pas question.,NEGATIVE,0.9323824048042297
11,"Maintenant,   au   niveau   des   juges   administratifs,   là,   je   ne   pourrais   pas   vous répondre.",NEGATIVE,0.9412141442298889
11,"En fait, je pense que non.",NEGATIVE,0.9644143581390381
11,"Oui, oui, tout à fait.",POSITIVE,0.9180862307548523
11,Il y a quand même un minimum.,NEGATIVE,0.9503987431526184
11,Ça ne peut pas...,NEGATIVE,0.9732635021209717
11,Il y a un minimum.,NEGATIVE,0.9595807790756226
11,Compte tenu de ce que vous avez fait...,NEGATIVE,0.9664602279663086
11,"Donc, on va suspendre quelques instants.",NEGATIVE,0.900109589099884
11,"Donc, on va suspendre quelques instants.",NEGATIVE,0.900109589099884
11,"Allez-y, je vous écoute attentivement.",POSITIVE,0.9499508142471313
11,"Alors, ici, on a un excellent amendement, je le donne au ministre, je le reconnais, qui vient dire : Regardez, là, pour nous, là, c'est tellement important ce projet de loi là que je vous indique, M. le juge, qu'il y a, dans la loi, des facteurs que je considère aggravants, dont la liste suivante.",POSITIVE,0.9573917388916016
11,"Alors, moi, à partir du moment, là, où on a un article qui aggrave, il aggrave et il ne fait pas les deux.",NEGATIVE,0.9177888035774231
11,"On ne met pas un «notamment» là-dedans qui donne le loisir au ministre de prendre en considération que la faute, finalement, là, O.K., elle est peut- être sérieuse, mais l'amende est trop chère, et puis, s'il compense, bien, ça va être correct.",NEGATIVE,0.9512403607368469
11,"Bon, j'ai compris l'argumentaire, l'échange qu'il y a eu...",NEGATIVE,0.9283791184425354
11,"Alors, pour être dissuasif, il faut qu'elle   soit   lourde,   la   peine.",NEGATIVE,0.9044567942619324
11,"Alors là, là, on vient de mettre le contrevenant dans la situation où il va faire un calcul avec son avocat.",NEGATIVE,0.9610709547996521
11,"C'est une, pour moi, évidence.",POSITIVE,0.9757511615753174
11,"Alors là, là, ça, c'est doublement dissuasif.",NEGATIVE,0.9177609086036682
11,"Dans telle cause, là, il a donné telle compensation, et là ça m'a coûté tant.",NEGATIVE,0.9637642502784729
11,"Ça, c'est dissuasif.",NEGATIVE,0.9391060471534729
11,"Moi, je l'ai vécu, là, je l'ai vécu dans la Loi de la pharmacie, ces affaires-là, là.",POSITIVE,0.9208230972290039
11,Mais je serais allé plus.,NEGATIVE,0.9892207980155945
11,"Et, avec une clause qui vient diluer la chose... Moi, je ne la vois pas, celle-là, là.",NEGATIVE,0.9953296184539795
11,"Il y a   une   plainte,   puis   on   va   devant   le   juge,   puis   le   juge   dit :   Oui,   il   y   a   eu   de   la négligence,   puis   vous   avez   diffusé   une   information,   des   feuillets   avec   plein d'informations   sensibles   sur   les   citoyens,   il   y   a   un   risque   de   préjudice   grave, blablabla, je vous condamne.",NEGATIVE,0.9352474212646484
11,"Moi, je pense que non.",NEGATIVE,0.9941906929016113
11,"Mais là, là, si on met 10°, là, on est dans la dilution, là.",NEGATIVE,0.9843728542327881
11,"Il y a une dilution, là.",NEGATIVE,0.9160442352294922
11,C'est ce bout-là que je ne comprends pas.,NEGATIVE,0.931072473526001
11,"L'amende,   elle   est   là   pour   être dissuasive, pas pour permettre au contrevenant de faire des calculs en prévision de.",NEGATIVE,0.9035469889640808
11,"Dans   les   facteurs   aggravants,   là,   ce   n'est   pas   fait   pour   être compensé, là.",NEGATIVE,0.9915224313735962
11,Il n'y a rien d'autre à dire.,NEGATIVE,0.9375233054161072
11,Ça n'a pas sa raison d'être.,NEGATIVE,0.9985246062278748
11,"Le reste, là, c'est tout faisable.",NEGATIVE,0.9980656504631042
11,"Donc, pour moi, là... Même que j'aurais dû mettre 9° aussi, en plus.",NEGATIVE,0.9818627238273621
11,Je vais être obligé de l'enlever puis en remettre un.,NEGATIVE,0.9076401591300964
11,Je passe.,NEGATIVE,0.9987779259681702
11,"Non, c'est une plaisanterie.",NEGATIVE,0.9102874398231506
11,Et là il n'y a pas de porte de sortie.,NEGATIVE,0.9892221689224243
11,C'est correct.,NEGATIVE,0.9439950585365295
11,"Juste une seconde, M. le Président, je vais juste... Oui, sous-amendé.",NEGATIVE,0.918247640132904
11,"Non, je n'ai pas d'intervention.",NEGATIVE,0.936707615852356
11,"Alors là, comme je l'ai fait précédemment, là, je m'en remets...",NEGATIVE,0.9831193089485168
11,C'est correct.,NEGATIVE,0.9439950585365295
11,"Bien, je vais laisser... Oui, non... Oups!",NEGATIVE,0.9610757231712341
11,"Je pense que je ne m'en allais pas dans la bonne direction, là.",NEGATIVE,0.9745697379112244
11,Je ne sais pas ce que le ministre en pense.,NEGATIVE,0.9116361737251282
11,Je vais laisser...,NEGATIVE,0.9392927885055542
11,"On a fait l'amendement, là?",NEGATIVE,0.9180453419685364
11,"Non,   non,   c'est   juste   que...   bon.",NEGATIVE,0.9388711452484131
11,"Alors,   M.   le Président... Non, c'est plus loin.",NEGATIVE,0.9365435242652893
11,"Mais, en fait, n'importe qui, là... Ça, c'est comme un réflexe : délai de prescription, compteur.",NEGATIVE,0.9021796584129333
11,"Vous   pouvez   choisir   votre terminologie, mais... ...",NEGATIVE,0.9385505318641663
11,"Dans le fond, l'effet de l'article en question, c'est d'allonger le délai à trois ans.",NEGATIVE,0.9723591804504395
11,"Ça faisait plus de trois ans, donc.",NEGATIVE,0.9838385581970215
11,"Donc, de manière très rigoureuse, là, en me basant sur mon expérience personnelle, mais de manière encore plus rigoureuse, en me basant sur la recommandation de la commission, il me semble que cinq ans, dans le nouvel environnement numérique qui est le nôtre, permettaient de protéger plus de gens, puis de s'assurer que les gens sont bien protégés, et que la commission a le temps de récolter la preuve.",POSITIVE,0.9439566135406494
11,"Ça peut prendre plusieurs   années,   ça   peut   être   long.",NEGATIVE,0.967678427696228
11,"Ça fait que le cinq ans, il ne sort pas de nulle part dans une certaine mesure.",NEGATIVE,0.9252519607543945
11,Je ne suis pas...,NEGATIVE,0.953069806098938
11,"Là, on est excessifs.",NEGATIVE,0.9882807731628418
11,"Tu as connaissance des faits... Bien, la... ...puis tu prends cinq ans pour te réveiller, là, c'est long longtemps, là.",NEGATIVE,0.9494084119796753
11,"C'est quoi, ça, une atteinte illicite?",NEGATIVE,0.9500734806060791
11,Ah bon!,NEGATIVE,0.9885798096656799
11,"Puis là moi, je suis obligé de faire un amalgame, là, une transposition que je n'ai probablement pas le droit de faire, mais «illicite», ça ne veut pas dire «intentionnelle»?",NEGATIVE,0.9059710502624512
11,"Bon, ce n'est pas grave.",NEGATIVE,0.9165765047073364
11,"En tout cas, ce n'est peut-être pas aggravant, mais c'est un niveau de   sévérité   plus   grand.",NEGATIVE,0.9273472428321838
11,"oui, il est là...",POSITIVE,0.9184403419494629
11,Il est là.,POSITIVE,0.9282713532447815
11,"Non,   non,   non.",NEGATIVE,0.9973886609077454
11,"Une   atteinte   à   un   droit fondamental, le terme qu'ils utilisent dans la... puis là, puisque le droit à la vie privée, c'est un droit fondamental, c'est l'adjectif «illicite», mais ça n'a pas de lien.",NEGATIVE,0.9547932147979736
11,"Ça fait que ça, là, c'est... Surtout le «notamment».",NEGATIVE,0.9744914770126343
11,"C'est «loop», «if» puis «then», puis tout ça, là.",NEGATIVE,0.9054815173149109
11,Mais là c'est un «et».,NEGATIVE,0.9585310816764832
11,"Là, on vient juste de doubler la sanction d'avant.",NEGATIVE,0.977712869644165
11,"Dans les explications, là, je comprends que ça fait depuis 1982 que ça n'a pas bougé, là, ce montant-là.",NEGATIVE,0.9148328304290771
11,"Ça fait que le 1 000 $, là, dans l'esprit de 1982, ce n'est pas beaucoup plus.",NEGATIVE,0.9520208835601807
11,"Oui, non, mais, par rapport à ce qu'on fait ailleurs, par rapport à ce qu'on a dans les sanctions, je veux dire, il y a une cohérence, là.",POSITIVE,0.9090080261230469
11,"Mais là, M. le Président, là, je le prends, là, vraiment mathématiquement, là, c'est vraiment d'un rationnel total, là.",POSITIVE,0.9105944037437439
11,"Je suis d'accord, mais, compte tenu du fait qu'on voulait l'augmenter de 200 $ à 1 000 $, ça a l'air spectaculaire, mais, en réalité, c'est juste le double.",NEGATIVE,0.9913017749786377
11,"Bien, justement.",POSITIVE,0.9050831198692322
11,Ils ont dit : C'est bien trop bas.,NEGATIVE,0.9851345419883728
11,"D'ailleurs, c'est le propre de toutes nos amendes, là, elles devraient toutes... Ça devrait être automatiquement indexé, mais ce n'est pas le cas.",NEGATIVE,0.9936777949333191
11,"Bref, en tout cas, bref, éditorial.",NEGATIVE,0.9444625973701477
11,Puis là on arrive avec un chiffre de 200 $ à 1 000 $.,NEGATIVE,0.9233282804489136
11,"Ça a l'air beaucoup, mais c'est à peu près le double.",NEGATIVE,0.9778831005096436
11,Il   me   semble   que   ce   n'est   pas   beaucoup.,NEGATIVE,0.9162073731422424
11,Ce serait plus dans l'esprit de ce que le ministre veut faire.,NEGATIVE,0.9161961674690247
11,"Un sous-amendement, pardon.",NEGATIVE,0.9106931686401367
11,Très bien.,POSITIVE,0.9973982572555542
11,Et je pense que c'est important de mettre les choses en perspective et dans le bon contexte.,POSITIVE,0.9531696438789368
11,"Vous avez une cicatrice, ce n'est pas beau, puis vous êtes mannequin des mains.",NEGATIVE,0.9614676237106323
11,"Puis là, bien là, c'est plate, vous ne pouvez plus gagner votre vie avec des photos de vos ongles.",NEGATIVE,0.9969105124473572
11,"Mais   c'est   tellement,   tellement...",POSITIVE,0.9387403130531311
11,"Mettons   que   ça   a   été   fait   avec négligence, là.",NEGATIVE,0.9836265444755554
11,"Ça, là, c'est vu, vu, vu et revu.",NEGATIVE,0.9964746832847595
11,"Comment on peut lier ça, là?",NEGATIVE,0.9335101246833801
11,Il n'y a pas de dommage identifié.,NEGATIVE,0.9855812191963196
11,Ça fait que ce n'est pas une grosse augmentation.,NEGATIVE,0.9580199718475342
11,"Voilà, c'est tout.",NEGATIVE,0.9497425556182861
11,"Donc, pour ces raisons-là, je ne pourrai pas donner suite à l'amendement du député de La Pinière.",NEGATIVE,0.913485050201416
11,"Je   suis   content   que,   dans l'argumentaire du ministre, il y ait la phrase suivante : C'est tout seul dans son coin.",NEGATIVE,0.9368278980255127
11,"Contre, évidemment.",NEGATIVE,0.9408736228942871
11,"Donc,   le   sous-amendement   est   rejeté.",NEGATIVE,0.9435011148452759
11,"Non, non, non.",NEGATIVE,0.9973886609077454
11,"Non, excusez-moi.",NEGATIVE,0.9474416971206665
11,J'ai mal lu.,NEGATIVE,0.905796468257904
11,C'est correct.,NEGATIVE,0.9439950585365295
11,Mon erreur.,NEGATIVE,0.9781600832939148
11,Je suis flushé.,NEGATIVE,0.9201412200927734
11,Pas autre chose.,NEGATIVE,0.997703492641449
11,"En fait, j'ai manqué des bouts.",NEGATIVE,0.9843423962593079
11,"Je ne comprends pas la question, là.",NEGATIVE,0.9678827524185181
11,Je   ne   pense   pas.,NEGATIVE,0.9064205884933472
11,"Moi, quand je regarde 67.2.1, là, à 67.2.3, c'est la procédure, les formulaires, et ainsi de suite, ce n'est pas le contenu.",NEGATIVE,0.9492149949073792
11,"Un des excellents rapports qui a été fait, puis je l'ai dit publiquement dans le passé, c'est celui sur la fécondation in vitro.",POSITIVE,0.9334388971328735
11,"Ce que ça dit... Parce que moi, je ne sais pas quelle est la portée du «conformément aux conditions et formalités prévues par la loi».",NEGATIVE,0.9599114060401917
11,"Moi,   là,   je   veux   voir   et entendre ça.",POSITIVE,0.9389932751655579
11,"Vous ne pourrez pas le faire, là, maintenant, là, on n'a pas le temps de faire le tour de ça, c'est un petit peu trop compliqué.",NEGATIVE,0.9472390413284302
11,"Par contre, on a le temps de se préparer   pour   la   prochaine   séance,   qui   risque   d'arriver   la   semaine   prochaine, théoriquement.",NEGATIVE,0.9351630210876465
11,"Puis ce n'est pas une critique, là, je demande juste qu'il y ait une réflexion détaillée, qu'on l'expose, qu'on vienne ici et qu'on prenne le temps de la faire.",POSITIVE,0.9418625831604004
11,"Non, je vais me ranger à la suggestion du collègue.",NEGATIVE,0.9522134065628052
11,"On peut même suspendre les travaux, M. le Président.",NEGATIVE,0.9288909435272217
11,C'est une excellente idée.,POSITIVE,0.9734908938407898
11,On ne peut pas suspendre les travaux tout de suite.,NEGATIVE,0.9619348049163818
11,"Maintenant, on donne un délai plus grand à la commission pour que celle-ci puisse faire le travail et tous   les   pouvoirs   qui   sont   prévus   à   cette   excellente   loi   et   qui   sont   ceux   de   la Commission d'accès à l'information.",POSITIVE,0.942838728427887
